Title,Synopsis,"Award Type","Next due date (Y-m-d)","Proposals accepted anytime","Program ID","NSF/PD Num",Status,"Posted date (Y-m-d)",URL,Type,"Solicitation URL"
"CCF: Software and Hardware Foundations (SHF)","The Software and Hardware Foundations (SHF) program supports potentially transformative research in the design, verification, operation, utilization, and evaluation of computer software and hardware through novel approaches, robust theories, high-leverage tools, and lasting principles. Such advances may involve formal methods, languages, logics, novel software and/or hardware artifacts, or algorithms to enable new or enhanced functionality, verification, usability, and scale.
The SHF program supports all aspects of the science and engineering of software, seeking transformative ideas that reformulate the relationships between requirements, design and evolution of software, and software-intensive systems. SHF supports research projects focusing on program analysis and synthesis, compositionality, verifiability and adaptability of software, as well as research on software analysis and testing techniques for all stages of the software life cycle. SHF also seeks research to increase the automation of software engineering capabilities to attain significant advances in quality and sustainability of software, which may require new representations and processes. Empirical research that increases understanding of software and software creation is also in scope. New ideas and visions are additionally sought related to emerging considerations in the fitness of software, including correctness in the face of environmental variability, policy compliance, and the like. SHF aims to support software engineering research for emerging disciplines and domains, such as machine learning-based applications and systems, cyber-physical and autonomous systems, biocomputing systems, health-care technology, security, and the Internet of Things. Proposals in these areas are in scope, provided they emphasize software engineering research concerns such as requirements and design, software architectures, model-driven software engineering, programmability, software quality assurance, software productivity enhancement, and software sustainability.
The SHF program supports the entire range of programming languages research, from foundations to design to implementation. Topics of interest include, but are not limited to, language semantics and type theory, design and implementation of advanced languages and language features, compilers and runtime systems for advanced languages and architectures, abstract interpretation, program analysis and optimization, and design and implementation of domain-specific languages. Research in programming languages, program logics, and models that go beyond mainstream practice, such as those for concurrent, functional, logic, and probabilistic programs, is particularly encouraged. Foundational research that exposes novel synergies between programming languages and other areas of computing, such as distributed and networked systems and machine learning, is also encouraged.
The SHF program supports fundamental research on formal and semi-formal methods for the specification, modeling, development, and verification of software and hardware systems. This includes, but is not limited to, semantics, logics, abstraction, and compositional, refinement-based, and probabilistic methods for the modeling and validation of systems involving discrete and continuous behavior. The program seeks proposals that enhance the applicability, usability, and efficiency of techniques such as abstract interpretation, model checking, theorem proving, automated decision procedures, and constraint solving. SHF supports foundations, algorithms, and tools for software and hardware synthesis. The program also supports development of new formal techniques for emerging areas such as artificial intelligence, autonomous systems, and policy and regulatory compliance.
The SHF program supports fundamental research in all topics in design automation, including but not limited to logical, physical, behavioral, and high-level synthesis methods, testing, and verification; pre- and post-silicon validation; and design methodologies for scalable, low-power, and energy-efficient circuits and systems in silicon technologies. SHF also seeks research on design automation for emerging non-silicon technologies, possibly using non-charge-based state vectors (e.g., electron-spin, micro-electromechanical systems, optics, or phase state of materials), that may have the potential to take computation beyond Moore's Law. Analog circuits as well as ultra-high-frequency communication circuits and systems specifically aimed towards this latter goal are also within scope.
The SHF program supports research on hardware architectures that are inspired by artificial intelligence and machine learning, and that make synergistic use of materials and device technologies, along with their efficient implementations. Hardware experimentation of both model-based or model-free novel machine learning algorithms, e.g., those inspired by information theory and/or statistical mechanics, as examples of computing models inspired by physics are in scope as well.
The SHF program supports foundational research in high-performance computing (HPC) that is aware of, driven by, and inspired by applications and is also informed by platform heterogeneity and architecture concerns. SHF seeks novel research on enabling technologies and tools to balance and optimize performance goals including scalability, power, productivity, repeatability, and validity. SHF encourages software and hardware co-development and co-design to exploit parallelism and concurrency at scale to satisfy energy, performance, reliability, and programmability requirements. A radical examination of the whole hardware/software computing stack from applications to algorithms, to system software, to architectures, to technologies, is encouraged to lay the foundation for next-generation HPC systems.
The SHF program supports foundational research in computer architecture and computer hardware system design, including but not limited to specialization, heterogeneity, energy efficiency, approximation, scalability, parallelism and concurrency, inter-component communication, performance, reliability, and novel computing paradigms. The program supports fundamental and transformative research in processors, accelerators, interconnects, memory, and storage architectures. The program seeks research that takes holistic and cross-layer approaches to fully harness the promises and address the challenges of new and emerging substrate technologies and materials, and that considers emerging trends in computation-intensive, data-intensive, and I/O-intensive applications.",,,,503301,nsf23561,Cleared,2008-07-30,https://beta.nsf.gov/funding/opportunities/ccf-software-hardware-foundations-shf,Program,https://www.nsf.gov/publications/pub_summ.jsp?WT.z_pims_id=505667&ods_key=nsf23561
"CCF: Communications and Information Foundations (CIF)","The Communications and Information Foundations (CIF) program supports research activities that address the theoretical underpinnings for information acquisition, transmission, and processing in communications and information processing systems. CIF projects have contributed to the development of the inter-related areas of communications, information theory, coding theory, and signal and image processing, areas that are expected to play key roles in future technology.
The CIF program also supports foundational research in networked systems, such as network information theory and cross-layer design in wireless systems. Examples include secure communication, sensor networks, and other scenarios that feature massive data aggregation from distributed sensing.
In addition to the traditional topics that have fueled the information revolution, there is continued interest within the CIF program in new paradigms. These include but are not limited to statistical learning and inference, signal processing on graphs and networks, multi-terminal communication problems, information-theoretic security, geometric methods in signal processing and machine learning, computational imaging, and communication-theoretic challenges associated with emerging communication technology. In the machine learning area in particular, CIF seeks to encourage research promoting paradigms based on foundational principles, rooted in information theory and statistical inference, that advance the explainability and generalizability of machine learning. Topics of interest include, but are not limited to, scalability, performance guarantees, and fundamental limits, alongside fairness and robustness of machine learning techniques.
At its core, CIF is interested in the mathematical exploration of novel problem formulations rooted in the aforementioned application domains.",,,,503300,nsf23561,Cleared,2008-07-30,https://beta.nsf.gov/funding/opportunities/ccf-communications-information-foundations-cif,Program,https://www.nsf.gov/publications/pub_summ.jsp?WT.z_pims_id=505667&ods_key=nsf23561
"CCF: Algorithmic Foundations (AF)","The Algorithmic Foundations (AF) program supports potentially transformative projects in the theory of algorithms. Projects should be characterized by algorithmic innovation accompanied by rigorous analysis. Of interest is research on algorithms for problems that are central to computer science and engineering, as well as new techniques for the rigorous analysis of algorithms and computational complexity. AF supports theoretical research that bounds the intrinsic difficulty of problems to determine measures of complexity in formal models of computation, classical or new. The goal is to understand the fundamental limits of resource-bounded computation and to obtain efficient algorithms operating within those limits. Research on resources other than the traditional time and space measures, such as communication and energy, is also encouraged, as is research on tradeoffs between resource use and solution quality, such as running time vs. approximation error. Rigorous analysis of properties of algorithms relating to fairness, ethics, accountability, transparency, and privacy is also in scope. In addition to the traditional sequential-computing paradigm, AF supports research on the design and analysis of novel algorithms in parallel and distributed models, as well as computational models and algorithms that capture essential aspects of computing over massive data sets.
New techniques for the design and analysis of algorithms and analysis of problem complexity in areas such as optimization, cryptography, computational geometry, game theory and economics, social networks, machine learning, and numeric, symbolic, and algebraic computing are within the scope of this program. The program also supports research in algorithms needed in applied areas of research, including algorithmic research on problems arising in other areas of research on computing. While relevance to application areas is important and collaboration with researchers in these areas is encouraged, research funded by this program must advance the theoretical study of algorithms. When accompanying rigorous analysis of computational resource requirements and/or algorithmic performance measures, implementation efforts and empirical evaluation are considered strong broader impacts. Letters of collaboration from applied researchers are encouraged.
Emerging topics such as quantum computing and biological models of computation are now addressed in the Foundations of Emerging Technologies (FET) program. However, projects in these areas focused on foundational issues of algorithms and complexity in these topics, as described above, can also be considered by the AF program.",,,,503299,nsf23561,Cleared,2008-07-30,https://beta.nsf.gov/funding/opportunities/ccf-algorithmic-foundations-af,Program,https://www.nsf.gov/publications/pub_summ.jsp?WT.z_pims_id=505667&ods_key=nsf23561
"Developmental Sciences (DS)","DS supports basic research that increases our understanding of cognitive, linguistic, social, cultural and biological processes related to human development across the lifespan. Research supported by this program will add to our knowledge of the underlying developmental processes that support social, cognitive and behavioral functioning, thereby illuminating ways for individuals to live productive lives as members of society.
DS supports research that addresses developmental processes within the domains of cognitive, social, emotional and motor development across the lifespan by working with any appropriate populations for the topics of interest including infants, children, adolescents, adults and non-human animals. The program also supports research investigating factors that affect developmental change, including family, peers, school, community, culture, media, physical, genetic and epigenetic influences. Additional priorities include research that incorporates multidisciplinary, multi-method, microgenetic and longitudinal approaches; develops new methods, models and theories for studying development; includes participants from a range of ethnicities, socioeconomic backgrounds and cultures; and integrates different processes (e.g., memory, emotion, perception, cognition), levels of analysis (e.g., behavioral, social, neural) and time scales.
The budgets and durations of supported projects vary widely and are greatly influenced by the nature of the project. Investigators should focus on innovative, potentially transformative research plans and then develop a budget to support those activities, rather than starting with a budget number and working up to that value.
While there are no specific rules about budget limitations, a typical project funded through the DS program is approximately three years in duration with a total cost budget, including both direct and indirect costs, between $100,000 and $200,000 per year. Interested applicants are urged to explore the NSF awards database for the DS program to review examples of awards that have been made.
The DS program also accepts proposals for workshops and small conferences. These typically have total cost budgets, including direct and indirect costs, of approximately $35,000.
In addition to consulting the NSF awards database, it is often useful for interested applicants to submit (via email) a summary of no more than one page so that a program director can advise the investigator on the fit of the project for DS prior to preparation of a full proposal. New investigators are encouraged to solicit assistance in the preparation of their project proposals via consultation with senior researchers in their area, pre-submission review by colleagues and attendance at symposia and events at professional conferences geared towards educating investigators seeking federal funding.
The Developmental Sciences Program is always interested in identifying new reviewers. Potential reviewers should have a Ph.D. in psychology or a related field and have a demonstrated area of expertise relevant to developmental science. Individuals interested in reviewing for the program should send a short description of their areas of expertise (two sentences) and their CV to a Developmental Sciences program director.","standard, continuing","2023-07-31, 2023-07-31",,8671,nsf081698,Cleared,2008-07-28,https://beta.nsf.gov/funding/opportunities/developmental-sciences-ds,Program,https://www.nsf.gov/publications/pub_summ.jsp?ods_key=pappg&WT.z_pims_id=505698
"IIS: Information Integration and Informatics (III)","Information Integration and Informatics (III) supports innovative research on computational methods for the full data lifecycle, from collection through archiving and knowledge discovery, to maximize the utility of information resources to science and engineering and broadly to society. III projects range from formal theoretical research to those that advance data-intensive applications of scientific, engineering, or societal importance. Research areas within III include:
General methods for data acquisition, exploration, analysis and explanation: Innovative methods for collecting and analyzing data as part of a scalable computational system.
Advanced analytics: Novel machine learning, data mining, and prediction methods applicable to large, high-velocity, complex, and/or heterogenous datasets. This area includes data visualization, search, information filtering, knowledge extraction, and recommender systems.
Data management: Research on databases, data processing algorithms, and novel information architectures. This topic includes representations for scalable handling of various types of data, such as multimedia (text, speech, sounds, images, and videos), matrices, or graphs; spatio-temporal data, vectors, and streaming data; methods for integrating heterogenous and distributed data; probabilistic and other approaches to handling uncertainty in data and derived results; ways to ensure data privacy, security and provenance; and novel methods for data archiving and reuse.
Knowledge bases: Ontology construction, knowledge sharing, methods for handling inconsistent knowledge bases and methods for constructing open knowledge networks through expert knowledge acquisition, crowdsourcing, machine learning, knowledge updates, or a combination of techniques.
Domain-specific methods for data acquisition, exploration, analysis, and explanation: Work that advances III research while leveraging properties of specific application domains, such as health, education, science, or work.
Note that projects that simply apply existing III techniques to particular domains of science and engineering are more appropriate for funding opportunities issued by the NSF programs cognizant for those domains.",,,,503303,nsf23561,Cleared,2008-07-23,https://beta.nsf.gov/funding/opportunities/iis-information-integration-informatics-iii,Program,https://www.nsf.gov/publications/pub_summ.jsp?WT.z_pims_id=505667&ods_key=nsf23561
"IIS: Robust Intelligence (RI)","Robust Intelligence (RI) encompasses foundational computational research needed to understand and develop systems that can sense, learn, reason, communicate, and act in the world; exhibit flexibility, resourcefulness, creativity, real-time responsiveness and long-term reflection; use a variety of representation or reasoning approaches; and demonstrate competence in complex environments and social contexts. The RI program accepts research proposals aimed at contributing deeper understanding and new insights in and across the disciplinary areas outlined below. Areas within RI include:
Artificial intelligence (AI): All matters of learning, abstraction and inference required for intelligent behavior, and including architectures for intelligence, integrated intelligent agents, and multi-agent systems. Aspects of intelligence include knowledge representation, logical and probabilistic reasoning, planning, search, constraint satisfaction, and optimization.
Machine learning: The study of algorithms and models that are able to solve tasks by generalizing from data. 
Computer vision: The ability of systems to sense and reason about the visual world. Research in this area ranges from novel work in computational imaging to methods for high-level semantic understanding of images or videos.
Human language technologies: The ability of intelligent systems to analyze, produce, translate, and respond to human text and speech.
Computational neuroscience: Theory and analysis of computational processes in the nervous system, including approaches to the above RI problem areas that are grounded in neural computation and neuroscience.
Note that projects that simply apply existing RI techniques to particular domains of science and engineering are more appropriate for funding opportunities issued by the NSF programs cognizant for those domains. Investigators wishing to submit proposals in robotics, including robotics research in the design, construction, operation, and use of machines capable of carrying out a complex series of actions automatically, should submit proposals to the Foundational Research in Robotics (Robotics) program.",,,,503305,nsf23561,Cleared,2008-07-23,https://beta.nsf.gov/funding/opportunities/iis-robust-intelligence-ri,Program,https://www.nsf.gov/publications/pub_summ.jsp?WT.z_pims_id=505667&ods_key=nsf23561
"Plasma Physics","Proposals in the area of plasma physics submitted to the Division of Physics that are not governed by another solicitation (such as CAREER), should be submitted to the Division-wide solicitation: Division of Physics: Investigator-Initiated Research Projects.
The Plasma Physics program participates in multiple NSF meta-programs such as the ECosytem for Leading Innovation in Plasma Science and Engineering (ECLIPSE), Windows on the Universe: The Era of Multi-Messenger Astrophysics (WoU-MMA), and Computational and Data-enabled Science and Engineering (CDS&E).  Topically appropriate proposals may also be submitted to the Plasma Physics program in response to NSF Dear Colleague Letters such as Critical Aspects of Sustainability (CAS): Innovative Solutions to Climate Change and Advancing Discovery with AI-Powered Tools (ADAPT) in the Mathematical and Physical Sciences.
When permitted under an MOU between NSF and another funding agency or private foundation, NSF may share information from proposals submitted to this solicitation for consideration of joint funding, and may invite employees of such organizations to attend merit review panels as observers.  MOUs of relevance to the Plasma Physics program presently exist with the Department of Energy/Office of Science, National Nuclear Security Administration, the Air Force Office of Scientific Research, the US-Israel Binational Science Foundation, and the Czech Science Foundation.
---
Plasma Physics is a study of matter and physical systems whose intrinsic properties are governed by collective interactions of large ensembles of free charged particles. 99.9% of the visible Universe is thought to consist of plasmas. The underlying physics of the collective behavior in plasmas has applications to space physics and astrophysics, materials science, applied mathematics, fusion science, accelerator science, and many branches of engineering.
The Plasma Physics program supports research that can be categorized by several broad, sometimes overlapping, sub-areas of the discipline, including: magnetized plasmas in the laboratory, space, and astrophysical environments; high energy density plasmas; low temperature plasmas; dusty, ultra-cold, and otherwise strongly coupled plasmas; non-neutral plasmas; and intense field-matter interaction in plasmas.  The focus of the Plasma Physics program is to generate an understanding of the fundamental principles governing the physical behavior of a plasma via collective interactions of large ensembles of free charged particles, as well as to improve the basic understanding of the plasma state as needed for other areas of science and engineering.
Principal Investigators (PIs) are encouraged to consider including specific efforts to increase diversity of the plasma physics community and broaden participation of under-represented groups in Science, Technology, Engineering, and Mathematics (STEM) as Broader Impacts of proposed work.  Development of new undergraduate and graduate plasma physics curricula, or curricula enhancement to include plasma physics topics in other courses, at institutions lacking such coursework is similarly encouraged.
NSF recognizes that some research projects within this Program may require more than three years to realize demonstrable research outcomes. For such projects, PIs are encouraged to consult the above Program Director to discuss the possibility of submitting a proposal of 4- or 5-year duration.
Some Plasma Physics-related activities are supported primarily by other NSF Programs. Proposals focused on the physical properties of individual or a small number of atoms or molecules, or optical physics, should be directed to the Atomic, Molecular, and Optical Physics Program within the Division of Physics.  Proposals focused on understanding astrophysical systems should be directed to the Division of Astronomical Sciences.  Proposals focused on understanding the Geospace environment or the Sun-Earth interactions should be directed to an appropriate program within the Geospace Section of the Division of Atmospheric and Geospace Sciences.  Proposals focused on development of new materials using plasmas should be directed to an appropriate program in the Division of Materials Research.  Proposals focused on plasma-assisted manufacturing should be directed to the Division of Civil, Mechanical and Manufacturing Innovation. Finally, proposals focused on use of plasmas for environmental and reaction engineering, environmental sustainability, combustion systems, or engineering of biomedical systems should be directed to an appropriate program within the Division of Chemical, Bioengineering, Environmental and Transport systems.","standard, continuing","2023-11-20, 2023-11-20",,503252,nsf201242,Cleared,2008-05-20,https://beta.nsf.gov/funding/opportunities/plasma-physics,Program,https://www.nsf.gov/publications/pub_summ.jsp?ods_key=pappg&WT.z_pims_id=505698
"Chemistry Research Experiences for Undergraduates Sites (CHE REU Sites)","The Division of Chemistry's REU program is part of an NSF-wide program under a single solicitation administered individually by each NSF Directorate and/or Division. In the Mathematical and Physical Sciences Directorate, each Division administers the program. An REU Site should provide research opportunities with a coherent intellectual theme and may be based in a single discipline or academic department or be interdisciplinary and multi-departmental.
The NSF-wide Research Experiences for Undergraduates (REU) solicitation governs the overall competition. The following clarifications/explanations are specifically for REU Site proposals submitted to the Division of Chemistry.
Three years is typically the maximum project duration for CHE REU sites. Longer durations may be considered, but discussion with the cognizant Program Officer prior to submission is encouraged.
Usually, at least 80% of CHE REU participants come from outside the host institution.
CHE REU sites usually host 10 students per year, and seldom fewer than 8 or more than 12. If the planned site falls outside this range, discussion with the cognizant Program Officer is encouraged prior to submission of the proposal.
A typical budget in the CHE REU program does not fund more than 1 month of summer salary per year for Program Management. Sites may distribute this as needed to the PI, co-PI, research mentors, and other student- or program-assistants. Evaluation costs are considered to be separate from Program Management.
CHE REU site budgets tend to fall under $1,350 per student per week. Budgets in excess of this may be justified for extraordinary circumstances such as international sites, support for student cohorts with unusual needs, or dispersed sites, but discussion with the cognizant Program Officer prior to submission is encouraged.
Interested PIs are advised to explore the Online Directory of CHE REU Sites to determine the scope and breadth of fields funded under our program.
REU Supplements may be requested for ongoing NSF-funded research projects or may be included as a component of proposals for new or renewal NSF grants or cooperative agreements. 
Undergraduate student participants in either Sites or Supplements must be citizens or permanent residents of the United States or its possessions. 
Students may not apply to NSF to participate in REU activities. Students apply directly to REU Sites and should consult the directory of active REU Sites on the Web at https://www.nsf.gov/crssprgm/reu/list_result.jsp?unitid=5048.
NOTE: All CHE REU Site applicants should submit their proposals to the NSF-wide REU solicitation and choose ""CHE - MPS/CHE - Undergraduate Programs in Chemistry"" (Directorate: Directorate for Mathematical & Physical Sciences [MPS]; Division: Division of Chemistry [CHE]) as the appropriate Unit of Consideration
For more detailed information on the NSF-wide REU program, please see the REU program solicitation:  NSF 19-582
PIs are encouraged to monitor current funding priorities identified by the Foundation and the Executive and Legislative Branches, and to highlight relevant synergies in their Project Summaries and Program Descriptions.
What Has Been Funded (Recent Awards Made Through This Program, with Abstracts)
Map of Recent Awards Made Through This Program",,,,503210,nsf22601,Cleared,2008-01-08,https://beta.nsf.gov/funding/opportunities/chemistry-research-experiences-undergraduates,Program,https://www.nsf.gov/publications/pub_summ.jsp?WT.z_pims_id=5517&ods_key=nsf22601
"Ocean Drilling Program (ODP)","International Ocean Discovery Program Operations
The International Ocean Discovery Program (IODP) serves to advance basic research in the marine geosciences and is supported by the National Science Foundation (NSF) and its international partners. The science plan, Illuminating Earth's Past, Present, and Future: The International Ocean Discovery Program Science Plan for 2013-2023, provides justification for the United States' participation in the IODP and reflects the top priorities of the international science community. A multi-platform approach is required to address the goals outlined in the IODP science plan, including a non-riser vessel to collect widely-distributed high-resolution cores to address climate, environmental, crustal and observatory science objectives; a heavy riser-equipped vessel to reach the deep sedimentary and crustal layers; and mission-specific platforms to support high-latitude and shallow-water projects.
The light drillship, JOIDES Resolution, is provided by the U.S. National Science Foundation. Science operations for the JOIDES Resolution are conducted through a Cooperative Agreement with Texas A&M University with scientific planning conducted by the JOIDES Resolution Facility Board.
The Ministry of Education, Culture, Sports, Science and Technology (MEXT) of Japan provides the heavy drillship, Chikyu (Earth), to conduct the deep drilling projects in the new program. The Center for Deep Earth Exploration of the Independent Administrative Institution, Japan Agency for Marine-Earth Science and Technology (JAMSTEC) operates the vessel for IODP. Scientific planning for Chikyu IODP operations is conducted by the Chikyu IODP Board.
Mission Specific Platforms (MSP) are provided by the European Consortium for Ocean Research Drilling (ECORD). The ECORD Facility Board conducts scientific planning for MSP expeditions and the platforms themselves are operated by the European Science Operator (ESO).
A Science Support Office (SSO) is provided by Scripps Institution of Oceanography, University of California San Diego under a Cooperative Agreement with the National Science Foundation. The SSO’s primary tasks include:
providing logistical support for the JOIDES Resolution Facility Board and its advisory panels
overseeing the proposal submission and review process
managing the Site Survey Data Bank 
providing a gateway website to IODP scientific planning 
U.S. scientific community involvement in IODP is facilitated by the United States Science Support Program (USSSP) for Ocean Drilling. USSSP is run by Lamont-Doherty Earth Observatory of Columbia University under a Cooperative Agreement with the National Science Foundation. USSSP’s primary tasks are:
support for U.S.-based researchers to participate on IODP expeditions, participate on the IODP advisory panels, and conduct initial post-expedition research
support for planning and thematic workshops and pre-drilling activities to collect, refine, and/or integrate site specific and/or regional data that aid in planning drilling expeditions
support outreach activities on IODP drilling platforms, for graduate students fellowships, and an IODP-themed lecture series. 
United States Science Support for Drilling-Related Research
Grant support for drilling-related research performed by United States scientists is available from the NSF. Proposals for most pre-expedition (e.g., site characterization) and post-expedition studies should be submitted through the appropriate NSF programs, such as Ocean Sciences Marine Geology and Geophysics, Earth Sciences, Polar Programs, etc.
Additional drilling-related research support for United States scientists may be obtained via the U.S. Science Support Program. Funding opportunities from this NSF-sponsored program include, but are not limited to:
supplemental funding (","standard, continuing",,,13524,nsf145720,Cleared,2005-01-25,https://beta.nsf.gov/funding/opportunities/ocean-drilling-program-odp,Program,https://www.nsf.gov/publications/pub_summ.jsp?ods_key=pappg&WT.z_pims_id=505698
"Computational Mathematics","Supports mathematical research in areas where computation plays a central and essential role, emphasizing analysis, development, and implementation of theoretically justified and efficient algorithms. The combination of these elements resulting in innovative computational methods is a hallmark of the program. Proposals ranging from single investigator to interdisciplinary team projects that not only create and analyze new computational mathematics techniques but also implement them to model, study, and solve important application problems are strongly encouraged, as is providing opportunities for rigorous mathematical training of junior computational mathematicians through research involvement.
Conferences
Proposals to the Computational Mathematics Program for conferences or workshops must be submitted through the program solicitation ""Conferences and Workshops in the Mathematical Sciences"" (link below). Principal Investigators should carefully read the solicitation to obtain important information regarding the substance of proposals for conferences, workshops, and similar activities.
Unless an exception from the program is granted, to facilitate timely notification of the availability of support, the following requirements are in effect:
Proposals for conferences, workshops, etc., to be held in the US must be submitted at least 6 months in advance of the conference start date;
Proposals to support group travel to meetings outside the US must be submitted at least 8 months in advance of the meeting start date;
Proposals for conferences, workshops, etc., whose budget request exceeds $50,000 must be submitted during the annual Computational Mathematics Program submission window.
Conference proposals to the Computational Mathematics Program whose submission dates do not conform with the requirements described above will be returned without review.","standard, continuing","2023-12-01, 2023-12-01",,5390,nsf161271,Cleared,2004-10-29,https://beta.nsf.gov/funding/opportunities/computational-mathematics,Program,https://www.nsf.gov/publications/pub_summ.jsp?ods_key=pappg&WT.z_pims_id=505698
Economics,"The Economics program supports research designed to improve the understanding of the processes and institutions of the U.S. economy and of the world system of which it is a part. This program also strengthens both empirical and theoretical economic analysis as well as the methods for rigorous research on economic behavior. It supports research in almost every area of economics, including econometrics, economic history, environmental economics, finance, industrial organization, international economics, labor economics, macroeconomics, mathematical economics, and public finance.
The Economics program welcomes proposals for individual or multi-investigator research projects, doctoral dissertation improvement awards, conferences, symposia, experimental research, data collection and dissemination, computer equipment and other instrumentation, and research experience for undergraduates. The program places a high priority on interdisciplinary research. Investigators are encouraged to submit proposals of joint interest to the Economics Program and other NSF programs and NSF initiative areas. The program places a high priority on broadening participation and encourages proposals from junior faculty, women, other underrepresented minorities, Research Undergraduate Institutions, and EPSCoR states.
The program also funds conferences and interdisciplinary research that strengthens links among economics and the other social and behavioral sciences as well as mathematics and statistics.
The Doctoral Dissertation Research Improvement Grants funding opportunity is designed to improve the quality of dissertation research. DDRIG awards provide funds for items not normally available through the student's university such as enabling doctoral students to undertake significant data-gathering projects and to conduct field research in settings away from their campus. DDRIGs do not provide cost-of-living or other stipends or tuition. Outstanding DDRIG proposals specify how the knowledge to be created advances economics science. 
Proposals for Doctoral Dissertation Research Improvement Grants (DDRIGS) in Economics should follow the directions for submissions in the NSF Proposal & Award Policies & Procedures Guide (https://www.nsf.gov/publications/pub_summ.jsp?ods_key=papp&WT.z_pims_id=5437”). The following bulleted items provide additional guidance concerning DDRIGs in Economics:
The dissertation advisor should be listed as the Principal Investigator and the student as the Co-Principal Investigator. It should be clear however that the proposal is written by, and the research conducted by, the student.
To assure that the proposal is appropriate for the Economics Program, the advisor of the doctoral student is strongly encouraged to contact one of the Economics Program Directors by e-mail prior to the preparation of the DDRIG proposal.
The Proposal Title should read, ""Doctoral Dissertation Research in Economics: ....""
Use a clear and concise writing style. Reviewers will include economists from a variety of specialty areas. It is possible that no specialist from your particular area of research will be on the panel. Defining key terms and keeping your proposal free of jargon will ensure that all reviewers will be able to understand your proposal and evaluate it fairly.
One of the areas in which the proposal will be evaluated is your competence to carry out the research. It would be beneficial for you to include any other information that can help reviewers evaluate how well prepared you are to conduct the research.
DDRIG awards are designed to cover expenses such as travel to the research site, special equipment, and participation fees.
If you have additional questions, please contact one of the program directors listed above.
For additional funding opportunities, we invite you to also look at the SBE Office of Multidisciplinary Activities web site.
 
 
 
 ","standard, continuing","2023-08-18, 2023-08-18",,5437,nsf981320,Cleared,2004-10-21,https://beta.nsf.gov/funding/opportunities/economics,Program,https://www.nsf.gov/publications/pub_summ.jsp?ods_key=pappg&WT.z_pims_id=505698
"Decision, Risk and Management Sciences (DRMS)","The Decision, Risk and Management Sciences Program (DRMS) supports scientific research directed at increasing understanding and effectiveness of decision making by individuals, groups, organizations and society. DRMS supports research with solid foundations in theories and methods of the social and behavioral sciences. This social and behavioral science research should advance knowledge, address fundamental scientific and societal issues and have strong broader impacts. DRMS funds disciplinary and interdisciplinary research, doctoral dissertation research improvement grants (DDRIGs) and conferences in the following areas: judgment and decision making; decision analysis and decision aids; risk analysis, perception and communication; societal and public-policy decision making; management science and organizational design. The program supports the use of the RAPID funding mechanism for research that involves ephemeral data, typically tied to disasters or other unanticipated events. Much less frequently, the program also supports highly unusual, proof-of-concept, high-risk projects that are potentially transformational (Early Concept Grants for Exploratory Research – EAGER). For detailed information concerning RAPID and EAGER grants, please review Chapter II.E of the NSF PAPPG. All research must be grounded in theory and generalizable. Purely algorithmic management-science proposals should be submitted to the Operations Engineering (OE) Program rather than to DRMS.
General guidance concerning the DRMS Doctoral Dissertation Research Improvement Grants (DDRIGs) funding opportunity includes the following:
To assure that the proposal is appropriate for DRMS, the advisor of the doctoral student is strongly encouraged to contact one of the DRMS program directors by email prior to the preparation of the DDRIG proposal.
DRMS DDRIG awards have a maximum duration of 12 months.
The proposal title should start with “DDRIG in DRMS:”.
On the cover sheet, the advisor should be listed as the principal investigator (PI) and the doctoral dissertation student as the Co-PI.
Allowable expenses include travel to the research site, special equipment and participation fees.
Stipends, tuition and cost-of-living support are not allowable.
The proposal's project description should be essentially a research design (statement of the research problem, literature review, hypotheses, research site, data to be collected, methods of analysis and schedule).
Outstanding DDRIG proposals specify how the knowledge to be created advances theoretical understanding of the subject.",,"2023-08-18, 2023-08-18",,5423,nsf981321,Cleared,2004-10-21,https://beta.nsf.gov/funding/opportunities/decision-risk-management-sciences-drms,Program,https://www.nsf.gov/publications/pub_summ.jsp?ods_key=pappg&WT.z_pims_id=505698
